FilePath,LOC,Layer,UsageCount,Dependents
lib/core/bootstrap/stages/social_stage.dart,91,core,4,"lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/bootstrap/stages/ui_stage.dart,119,core,4,"lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/cache/json_cache_helper.dart,314,core,15,"lib/services/performance/intelligent_cache_manager.dart;lib/services/unified/modules/cache_operations.dart;lib/services/unified/modules/cache_optimization.dart;lib/services/unified/modules/personal_recipe_module.dart;lib/services/unified/modules/realtime_cache_manager.dart;lib/services/unified/modules/realtime_recipe_module.dart;lib/services/unified/modules/recipe_cache_module.dart;lib/services/unified/modules/shopping_initialization_module.dart;lib/services/unified/modules/social_menu/social_menu_coordinator.dart;lib/services/unified/modules/social_recipe/social_recipe_coordinator.dart;lib/services/unified/modules/social_recipe/social_recipe_query_service.dart;lib/services/unified/modules/social_recipe_module.dart;lib/services/unified/modules/social_shopping/social_shopping_coordinator.dart;lib/services/unified/unified_recipe_service.dart;lib/services/unified/unified_shopping_service.dart"
lib/core/config/feature_flags.dart,161,core,0,""
lib/core/config/firebase_config.dart,160,core,0,""
lib/core/constants/app_strings.dart,311,core,17,"lib/core/base/base_service.dart;lib/core/dialogs/dialog_factory.dart;lib/core/errors/contextual_error_engine.dart;lib/core/mixins/error_handling_mixin.dart;lib/core/utils/common_dialog_actions.dart;lib/core/utils/validation_utils.dart;lib/services/unified/operations/friends_management_operations.dart;lib/viewmodels/recipe_form/recipe_form_state.dart;lib/views/auth_view.dart;lib/views/mina_recept_view.dart;lib/views/skriv_sjalv_recept_view.dart;lib/views/social/create_shared_shopping_list_view.dart;lib/widgets/common/dialogs/dialog_form_fields.dart;lib/widgets/common/dialogs/draft_recovery_dialog.dart;lib/widgets/common/input/shopping_list_actions.dart;lib/widgets/common/scaffolds/base_scaffold.dart;lib/widgets/common/state/empty_states.dart"
lib/core/constants/routes.dart,274,core,10,"lib/core/bootstrap/handlers/deep_link_handler.dart;lib/core/router/app_router.dart;lib/views/messaging/conversations_list_view.dart;lib/views/mina_recept_view.dart;lib/views/recipe_detail/handlers/recipe_management_handler.dart;lib/views/recipe_detail/handlers/recipe_shopping_handler.dart;lib/views/social/discovery_dashboard/trending_content_section.dart;lib/views/social/friends_list/friend_card.dart;lib/views/social/shared_with_me/shared_content_actions.dart;lib/views/social/shared_with_me/shared_recipe_card.dart"
lib/core/di/di_container.dart,425,core,3,"lib/core/bootstrap/application_bootstrap.dart;lib/core/providers/application_provider.dart;lib/main_e2e_optimized.dart"
lib/core/di/interfaces/di_module.dart,120,core,9,"lib/core/bootstrap/application_bootstrap.dart;lib/core/di/di_container.dart;lib/core/di/modules/collaboration_module.dart;lib/core/di/modules/content_module.dart;lib/core/di/modules/core_module.dart;lib/core/di/modules/messaging_module.dart;lib/core/di/modules/performance_module.dart;lib/core/di/modules/social_module.dart;lib/core/di/modules/ui_module.dart"
lib/core/di/interfaces/service_health.dart,198,core,6,"lib/core/di/di_container.dart;lib/core/di/modules/collaboration_module.dart;lib/core/di/modules/content_module.dart;lib/core/di/modules/core_module.dart;lib/core/di/modules/messaging_module.dart;lib/core/di/modules/social_module.dart"
lib/core/di/modules/collaboration_module.dart,306,core,6,"lib/core/bootstrap/stages/social_stage.dart;lib/core/di/modules/ui_module.dart;lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/di/modules/content_module.dart,340,core,9,"lib/core/bootstrap/stages/content_stage.dart;lib/core/bootstrap/stages/social_stage.dart;lib/core/di/modules/collaboration_module.dart;lib/core/di/modules/social_module.dart;lib/core/di/modules/ui_module.dart;lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/di/modules/core_module.dart,290,core,14,"lib/core/bootstrap/stages/content_stage.dart;lib/core/bootstrap/stages/core_stage.dart;lib/core/bootstrap/stages/social_stage.dart;lib/core/bootstrap/stages/ui_stage.dart;lib/core/di/modules/collaboration_module.dart;lib/core/di/modules/content_module.dart;lib/core/di/modules/messaging_module.dart;lib/core/di/modules/performance_module.dart;lib/core/di/modules/social_module.dart;lib/core/di/modules/ui_module.dart;lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/di/modules/messaging_module.dart,219,core,6,"lib/core/bootstrap/stages/social_stage.dart;lib/core/di/modules/ui_module.dart;lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/di/modules/performance_module.dart,160,core,4,"lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/di/modules/social_module.dart,292,core,8,"lib/core/bootstrap/stages/social_stage.dart;lib/core/di/modules/collaboration_module.dart;lib/core/di/modules/messaging_module.dart;lib/core/di/modules/ui_module.dart;lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/di/modules/ui_module.dart,376,core,4,"lib/main.dart;lib/main_e2e_emulator.dart;lib/main_e2e_mock.dart;lib/main_e2e_staging.dart"
lib/core/dialogs/dialog_factory.dart,200,core,6,"lib/views/messaging/group_detail_view.dart;lib/views/receive_share_view.dart;lib/views/social/discovery_dashboard/discovery_app_bar.dart;lib/views/social/friend_profile_view.dart;lib/views/unified_shopping/widgets/dialogs/shopping_list_operations.dart;lib/widgets/social/group_shared_shopping_list_card.dart"
lib/core/error/failures.dart,284,core,0,""
lib/core/errors/contextual_error_engine.dart,356,core,1,"lib/viewmodels/recipe_form/recipe_form_state.dart"
lib/core/errors/unified_error_coordinator.dart,448,core,1,"lib/viewmodels/recipe_form_viewmodel.dart"
lib/core/events/group_events.dart,30,core,5,"lib/services/unified/operations/friends_invitations_operations.dart;lib/services/unified/operations/friend_categories_operations.dart;lib/viewmodels/create_group_viewmodel.dart;lib/viewmodels/social_group_detail_viewmodel.dart;lib/views/social/group_detail/group_detail_actions.dart"
lib/core/exceptions/permission_exceptions.dart,225,core,26,"lib/repositories/firebase/base_firebase_repository.dart;lib/repositories/firebase/base_shared_content_repository.dart;lib/repositories/firebase/firebase_comments_repository.dart;lib/repositories/firebase/firebase_consent_repository.dart;lib/repositories/firebase/firebase_ratings_repository.dart;lib/repositories/firebase/firebase_recipe_repository.dart;lib/repositories/firebase/firebase_shared_menu_repository.dart;lib/repositories/firebase/firebase_shared_recipe_repository.dart;lib/repositories/firebase/firebase_shared_shopping_repository.dart;lib/repositories/firebase/firebase_social_recipe_repository.dart;lib/repositories/firebase/firebase_social_sharing_repository.dart;lib/repositories/firebase/firebase_storage_repository.dart;lib/repositories/firebase/friends/friend_request_repository.dart;lib/repositories/firebase/friends/group_invitation_repository.dart;lib/repositories/firebase/modules/conversation_mutation_module.dart;lib/repositories/firebase/modules/message_mutation_module.dart;lib/repositories/firebase/modules/shopping_item_operations_module.dart;lib/repositories/firebase/modules/shopping_repository_routing_module.dart;lib/repositories/firebase/modules/shopping_template_operations_module.dart;lib/repositories/mixins/permission_validation_mixin.dart;lib/services/messaging/conversation_action_operations.dart;lib/services/messaging/message_management_operations.dart;lib/services/messaging/message_sending_operations.dart;lib/services/messaging_service.dart;lib/services/social/activity_service.dart;lib/views/recipe_detail/handlers/recipe_shopping_handler.dart"
lib/core/exceptions/repository_exception.dart,14,core,4,"lib/repositories/firebase/base_shared_content_repository.dart;lib/repositories/firebase/firebase_shared_menu_repository.dart;lib/repositories/firebase/firebase_shared_recipe_repository.dart;lib/repositories/firebase/firebase_shared_shopping_repository.dart"
lib/core/extensions/default_value_extensions.dart,456,extension,24,"lib/models/recipe/recipe_serialization.dart;lib/models/recipe_unified.dart;lib/models/shared_content.dart;lib/models/shared_menu.dart;lib/models/shared_shopping_list.dart;lib/models/social/activity_feed_item.dart;lib/models/unified/unified_shopping_item.dart;lib/models/unified/unified_shopping_list.dart;lib/models/user_profile.dart;lib/repositories/firebase/firebase_menu_collaboration_repository.dart;lib/repositories/firebase/firebase_notifications_repository.dart;lib/repositories/firebase/firebase_recipe_repository.dart;lib/repositories/firebase/firebase_social_recipe_repository.dart;lib/services/notifications/notification_repository.dart;lib/services/performance/intelligent_cache_manager.dart;lib/services/search_service.dart;lib/services/unified/modules/cache_optimization.dart;lib/viewmodels/group_content_viewmodel.dart;lib/viewmodels/menu/menu_storage.dart;lib/viewmodels/recipe/realtime_recipe_viewmodel.dart;lib/viewmodels/recipe/recipe_query_viewmodel.dart;lib/viewmodels/recipe_form/recipe_auto_save_manager.dart;lib/viewmodels/recipe_form/recipe_form_state.dart;lib/viewmodels/unified_shopping_viewmodel.dart"
lib/core/form/form_fields_manager.dart,492,core,1,"lib/viewmodels/recipe_form/recipe_form_state.dart"
lib/core/mixins/async_operation_mixin.dart,457,mixin,21,"lib/services/auth_service.dart;lib/viewmodels/account/consent_viewmodel.dart;lib/viewmodels/account/data_export_viewmodel.dart;lib/viewmodels/add_members_to_group_viewmodel.dart;lib/viewmodels/auth_viewmodel.dart;lib/viewmodels/collaborative_shopping_viewmodel.dart;lib/viewmodels/conversations_viewmodel.dart;lib/viewmodels/create_group_conversation_viewmodel.dart;lib/viewmodels/create_group_viewmodel.dart;lib/viewmodels/discovery_dashboard_viewmodel.dart;lib/viewmodels/friends_viewmodel.dart;lib/viewmodels/group_content_viewmodel.dart;lib/viewmodels/group_invitations_viewmodel.dart;lib/viewmodels/group_recipe_selection_viewmodel.dart;lib/viewmodels/recipe/recipe_query_viewmodel.dart;lib/viewmodels/recipe_detail_viewmodel.dart;lib/viewmodels/recipe_selection_viewmodel.dart;lib/viewmodels/shared_content/social_sharing_viewmodel.dart;lib/viewmodels/shopping_share_viewmodel.dart;lib/viewmodels/social_group_detail_viewmodel.dart;lib/viewmodels/unified_shopping_viewmodel.dart"
lib/core/mixins/error_handling_mixin.dart,668,mixin,33,"lib/core/base/base_service.dart;lib/core/errors/contextual_error_engine.dart;lib/core/mixins/firebase_service_mixin.dart;lib/services/auth_service.dart;lib/services/offline_service.dart;lib/services/realtime/realtime_menu_service.dart;lib/services/realtime/realtime_recipe_service.dart;lib/services/social_media_extractor.dart;lib/services/social_recipe_service.dart;lib/services/unified/unified_friends_service.dart;lib/services/unified/unified_menu_service.dart;lib/services/unified/unified_recipe_service.dart;lib/services/unified/unified_shopping_service.dart;lib/services/user_service.dart;lib/viewmodels/archive_import_viewmodel.dart;lib/viewmodels/chat_viewmodel.dart;lib/viewmodels/collaborative_status_viewmodel.dart;lib/viewmodels/conversations_viewmodel.dart;lib/viewmodels/create_group_conversation_viewmodel.dart;lib/viewmodels/group_detail_viewmodel.dart;lib/viewmodels/group_invitations_viewmodel.dart;lib/viewmodels/menu_viewmodel.dart;lib/viewmodels/recipe/personal_recipe_viewmodel.dart;lib/viewmodels/recipe/realtime_recipe_viewmodel.dart;lib/viewmodels/recipe/recipe_query_viewmodel.dart;lib/viewmodels/recipe_form/recipe_form_coordinator.dart;lib/viewmodels/recipe_form/recipe_form_state.dart;lib/viewmodels/recipe_form/recipe_persistence_manager.dart;lib/viewmodels/recipe_form_viewmodel.dart;lib/viewmodels/social_group_detail_viewmodel.dart;lib/viewmodels/user_profile_viewmodel.dart;lib/views/receive_share_view.dart;lib/views/social/group_detail_view.dart"
lib/core/mixins/firebase_service_mixin.dart,888,mixin,4,"lib/services/storage_service.dart;lib/services/unified/unified_menu_service.dart;lib/services/unified/unified_recipe_service.dart;lib/services/user_service.dart"
lib/core/mixins/firebase_sync_mixin.dart,218,mixin,1,"lib/services/unified/unified_shopping_service.dart"
lib/core/mixins/json_serializable_mixin.dart,654,mixin,4,"lib/models/friend_request.dart;lib/models/group_invitation.dart;lib/models/recipe_unified.dart;lib/models/user_profile.dart"
lib/core/mixins/singleton_service_mixin.dart,340,mixin,8,"lib/core/utils/service_optimizer.dart;lib/services/analytics_service.dart;lib/services/content_detector_service.dart;lib/services/extraction/extraction_manager.dart;lib/services/menu_service.dart;lib/services/search_service.dart;lib/services/social_media_extractor.dart;lib/services/storage_service.dart"
lib/core/mixins/state_notifier_mixin.dart,440,mixin,22,"lib/core/mixins/async_operation_mixin.dart;lib/services/auth_service.dart;lib/viewmodels/account/consent_viewmodel.dart;lib/viewmodels/account/data_export_viewmodel.dart;lib/viewmodels/add_members_to_group_viewmodel.dart;lib/viewmodels/auth_viewmodel.dart;lib/viewmodels/collaborative_shopping_viewmodel.dart;lib/viewmodels/conversations_viewmodel.dart;lib/viewmodels/create_group_conversation_viewmodel.dart;lib/viewmodels/create_group_viewmodel.dart;lib/viewmodels/discovery_dashboard_viewmodel.dart;lib/viewmodels/friends_viewmodel.dart;lib/viewmodels/group_content_viewmodel.dart;lib/viewmodels/group_invitations_viewmodel.dart;lib/viewmodels/group_recipe_selection_viewmodel.dart;lib/viewmodels/recipe/recipe_query_viewmodel.dart;lib/viewmodels/recipe_detail_viewmodel.dart;lib/viewmodels/recipe_selection_viewmodel.dart;lib/viewmodels/shared_content/social_sharing_viewmodel.dart;lib/viewmodels/shopping_share_viewmodel.dart;lib/viewmodels/social_group_detail_viewmodel.dart;lib/viewmodels/unified_shopping_viewmodel.dart"
lib/core/mixins/stream_management_mixin.dart,749,mixin,30,"lib/repositories/firebase/firebase_recipe_repository.dart;lib/repositories/interfaces/recipe_repository.dart;lib/services/auth_service.dart;lib/services/connectivity_monitoring_service.dart;lib/services/messaging_service.dart;lib/services/realtime/realtime_menu_service.dart;lib/services/realtime/realtime_recipe_service.dart;lib/services/realtime_sync_service.dart;lib/services/social/activity_service.dart;lib/services/social_recipe_service.dart;lib/services/unified/operations/realtime_recipe_operations.dart;lib/services/unified/unified_friends_service.dart;lib/services/user_service.dart;lib/viewmodels/archive_import_viewmodel.dart;lib/viewmodels/chat_viewmodel.dart;lib/viewmodels/conversations_viewmodel.dart;lib/viewmodels/create_group_viewmodel.dart;lib/viewmodels/discovery_dashboard_viewmodel.dart;lib/viewmodels/group_content_viewmodel.dart;lib/viewmodels/group_detail_viewmodel.dart;lib/viewmodels/menu/menu_state_manager.dart;lib/viewmodels/realtime_menu/realtime_menu_state.dart;lib/viewmodels/recipe/personal_recipe_viewmodel.dart;lib/viewmodels/recipe/realtime_recipe_viewmodel.dart;lib/viewmodels/recipe/recipe_query_viewmodel.dart;lib/viewmodels/recipe_form/recipe_collaborative_manager.dart;lib/viewmodels/recipe_form/recipe_image_manager.dart;lib/viewmodels/recipe_selection_viewmodel.dart;lib/viewmodels/unified_recipe_viewmodel.dart;lib/viewmodels/universal_share_dialog_viewmodel.dart"
lib/core/observers/performance_navigator_observer.dart,215,core,1,"lib/main.dart"
lib/core/observers/snackbar_route_observer.dart,89,core,1,"lib/main.dart"
lib/core/providers/application_provider.dart,413,core,150,"lib/core/base/base_service.dart;lib/core/bootstrap/application_bootstrap.dart;lib/core/utils/connectivity_check.dart;lib/main.dart;lib/main_e2e_optimized.dart;lib/repositories/firebase/firebase_recipe_presence_repository.dart;lib/services/auth_service.dart;lib/services/backup_service.dart;lib/services/deep_link_service.dart;lib/services/messaging/message_sending_operations.dart;lib/services/notifications/fcm_service.dart;lib/services/performance/intelligent_cache_manager.dart;lib/services/permissions/group_permission_module.dart;lib/services/permission_service.dart;lib/services/realtime/realtime_menu_service.dart;lib/services/recommendation_service.dart;lib/services/storage_service.dart;lib/services/unified/friends/friends_internal_operations.dart;lib/services/unified/helpers/social_operations_initializer.dart;lib/services/unified/modules/social_coordination/base_social_coordinator.dart;lib/services/unified/modules/social_menu/social_menu_coordinator.dart;lib/services/unified/modules/social_recipe/social_recipe_coordinator.dart;lib/services/unified/modules/social_recipe/social_recipe_query_service.dart;lib/services/unified/modules/social_recipe/social_recipe_sharing_service.dart;lib/services/unified/modules/social_shopping/social_shopping_coordinator.dart;lib/services/unified/operations/collaborative_menu_operations.dart;lib/services/unified/operations/collaborative_shopping/list_activity_operations.dart;lib/services/unified/operations/collaborative_shopping/list_item_operations.dart;lib/services/unified/operations/collaborative_shopping/list_lifecycle_operations.dart;lib/services/unified/operations/collaborative_shopping/list_member_operations.dart;lib/services/unified/operations/friends_management_operations.dart;lib/services/unified/operations/friend_categories_operations.dart;lib/services/unified/operations/modules/comment_crud_operations.dart;lib/services/unified/operations/modules/recipe_rating_system.dart;lib/services/unified/operations/modules/recipe_sharing_manager.dart;lib/services/unified/operations/realtime_recipe/collaboration_management_module.dart;lib/services/unified/operations/realtime_recipe/presence_tracking_module.dart;lib/services/unified/operations/realtime_recipe_operations.dart;lib/services/unified/operations/shopping_share_operations.dart;lib/services/unified/operations/social_group_sharing_operations.dart;lib/services/unified/operations/social_menu_operations.dart;lib/services/unified/unified_friends_service.dart;lib/services/unified/unified_menu_service.dart;lib/services/unified/unified_recipe_service.dart;lib/services/unified/unified_shopping_service.dart;lib/services/upload/image_upload_service.dart;lib/services/user_service.dart;lib/utils/social_content_features.dart;lib/viewmodels/archive_import_viewmodel.dart;lib/viewmodels/collaborative_shopping/shopping_permission_manager.dart;lib/viewmodels/collaborative_shopping_viewmodel.dart;lib/viewmodels/collaborative_status_viewmodel.dart;lib/viewmodels/create_group_viewmodel.dart;lib/viewmodels/create_shared_list_viewmodel.dart;lib/viewmodels/discovery_dashboard/discovery_recommendations_manager.dart;lib/viewmodels/discovery_dashboard_viewmodel.dart;lib/viewmodels/friends_viewmodel.dart;lib/viewmodels/group_content_viewmodel.dart;lib/viewmodels/group_invitations_viewmodel.dart;lib/viewmodels/menu/menu_storage.dart;lib/viewmodels/menu_viewmodel.dart;lib/viewmodels/realtime_menu/realtime_participant_manager.dart;lib/viewmodels/recipe/personal_recipe_viewmodel.dart;lib/viewmodels/recipe/realtime_recipe_viewmodel.dart;lib/viewmodels/recipe/recipe_query_viewmodel.dart;lib/viewmodels/recipe_detail_viewmodel.dart;lib/viewmodels/recipe_form/recipe_collaborative_manager.dart;lib/viewmodels/recipe_form/recipe_image_manager.dart;lib/viewmodels/recipe_form/recipe_permission_manager.dart;lib/viewmodels/recipe_form_viewmodel.dart;lib/viewmodels/recipe_list_viewmodel.dart;lib/viewmodels/shared_content/base_shared_content_viewmodel.dart;lib/viewmodels/shared_content/shared_content_coordinator_viewmodel.dart;lib/viewmodels/shared_content/shared_menu_viewmodel.dart;lib/viewmodels/shared_content/shared_recipe_viewmodel.dart;lib/viewmodels/shared_content/shared_shopping_viewmodel.dart;lib/viewmodels/unified_recipe_viewmodel.dart;lib/viewmodels/unified_shopping_viewmodel.dart;lib/viewmodels/universal_share_dialog_viewmodel.dart;lib/viewmodels/user_profile_viewmodel.dart;lib/views/auth_view.dart;lib/views/edit_recipe/edit_recipe_banners.dart;lib/views/edit_recipe/edit_recipe_form_fields.dart;lib/views/edit_recipe_view.dart;lib/views/file_import_view.dart;lib/views/fran_sociala_medier_view.dart;lib/views/importera_fran_arkiv_view.dart;lib/views/import_via_url_view.dart;lib/views/messaging/chat_view/chat_action_handler.dart;lib/views/messaging/chat_view/chat_message_stream.dart;lib/views/messaging/chat_view/chat_view_facade.dart;lib/views/messaging/conversations_list_view.dart;lib/views/messaging/create_group_conversation_view.dart;lib/views/messaging/group_detail_view.dart;lib/views/mina_recept_view.dart;lib/views/photo_import_view.dart;lib/views/recipe_detail/handlers/recipe_management_handler.dart;lib/views/recipe_detail/handlers/recipe_shopping_handler.dart;lib/views/recipe_detail/handlers/recipe_social_handler.dart;lib/views/recipe_detail_view.dart;lib/views/skriv_sjalv_recept_view.dart;lib/views/social/add_members_to_group_view.dart;lib/views/social/collaborative_shopping_view.dart;lib/views/social/create_shared_shopping_list_view.dart;lib/views/social/discovery_dashboard/recommendations_section.dart;lib/views/social/friends_list_view.dart;lib/views/social/friend_profile_view.dart;lib/views/social/friend_requests_view.dart;lib/views/social/group_content_feed/group_content_lists.dart;lib/views/social/group_detail/group_detail_actions.dart;lib/views/social/group_detail/group_detail_app_bar.dart;lib/views/social/group_detail/group_invitation_card.dart;lib/views/social/group_detail/group_members_list.dart;lib/views/social/group_detail/group_member_card.dart;lib/views/social/group_detail_view.dart;lib/views/social/group_invitations_view.dart;lib/views/social/shared_with_me/shared_content_actions.dart;lib/views/social/shared_with_me_view.dart;lib/views/social/user_profile_edit_view.dart;lib/views/unified_shopping/widgets/dialogs/shopping_member_management_dialog.dart;lib/views/unified_shopping/widgets/dialogs/shopping_sharing_status_dialog.dart;lib/views/unified_shopping/widgets/shopping_app_bar.dart;lib/views/unified_shopping/widgets/shopping_dialogs.dart;lib/views/unified_shopping/widgets/shopping_list_header.dart;lib/views/unified_shopping_view.dart;lib/views/veckomeny_view.dart;lib/widgets/common/dialogs/group_shopping_list_selection_dialog.dart;lib/widgets/common/dialogs/menu_selection_dialog.dart;lib/widgets/common/dialogs/recipe_selection/friend_recipe_sharing_dialog.dart;lib/widgets/common/dialogs/recipe_selection/group_recipe_sharing_dialog.dart;lib/widgets/common/dialogs/recipe_selection/menu_recipe_selection_dialog.dart;lib/widgets/common/dialogs/shopping_list_selection_dialog.dart;lib/widgets/common/input/shopping_list_card.dart;lib/widgets/common/input/shopping_list_selector.dart;lib/widgets/common/layout/layout_scaffolds.dart;lib/widgets/common/profile/profile_actions.dart;lib/widgets/common/profile/profile_menu.dart;lib/widgets/common/service/service_widgets.dart;lib/widgets/image/avatar_image_widget.dart;lib/widgets/image/editable_image_widget.dart;lib/widgets/image/image_picker_widget.dart;lib/widgets/messaging/new_conversation_dialog.dart;lib/widgets/recipe/comment_debug_panel.dart;lib/widgets/social/collaborative/components/collaborative_participants_widgets.dart;lib/widgets/social/groups/create_group_dialog.dart;lib/widgets/social/groups/delete_group_dialog.dart;lib/widgets/social/groups/edit_group_dialog.dart;lib/widgets/social/groups/group_shared_content_section.dart;lib/widgets/social/groups/remove_member_dialog.dart;lib/widgets/social/group_shared_shopping_list_card.dart"
lib/core/rate_limiting/rate_limiter.dart,408,core,2,"lib/repositories/firebase/firebase_auth_repository.dart;lib/services/unified/modules/personal_recipe_module.dart"
lib/core/router/app_router.dart,416,core,3,"lib/main.dart;lib/main_e2e_optimized.dart;lib/views/social/shared_with_me/shared_content_actions.dart"
lib/core/types/app_timestamp.dart,240,core,9,"lib/models/friend_category.dart;lib/models/friend_request.dart;lib/models/group_invitation.dart;lib/models/realtime/realtime_menu_data.dart;lib/models/recipe_comment.dart;lib/models/shared_content/base_shared_content_model.dart;lib/models/shared_menu.dart;lib/models/user_profile.dart;lib/services/notifications/notification_repository.dart"
lib/core/utils/common_dialog_actions.dart,367,utility,6,"lib/core/base/base_action_handler.dart;lib/views/realtime/handlers/menu_action_handler.dart;lib/views/recipe_detail/handlers/recipe_management_handler.dart;lib/views/social/group_detail/group_detail_actions.dart;lib/views/social/group_detail_view.dart;lib/widgets/common/input/shopping_list_actions.dart"
lib/core/utils/connectivity_check.dart,494,utility,3,"lib/core/errors/contextual_error_engine.dart;lib/services/connectivity_monitoring_service.dart;lib/viewmodels/recipe_form/recipe_form_state.dart"
